zip_code,po_name,count_open_parks,year,all_school,countyname
27906,Elizabeth City,7,2000,9,Pasquotank County
27906,Elizabeth City,7,2001,9,Pasquotank County
27906,Elizabeth City,7,2002,10,Pasquotank County
27906,Elizabeth City,7,2003,11,Pasquotank County
27906,Elizabeth City,7,2004,10,Pasquotank County
27906,Elizabeth City,7,2005,14,Pasquotank County
27906,Elizabeth City,7,2006,14,Pasquotank County
27906,Elizabeth City,7,2007,16,Pasquotank County
27906,Elizabeth City,7,2008,16,Pasquotank County
27906,Elizabeth City,7,2009,17,Pasquotank County
27906,Elizabeth City,7,2010,17,Pasquotank County
27906,Elizabeth City,7,2011,17,Pasquotank County
27906,Elizabeth City,7,2012,17,Pasquotank County
27906,Elizabeth City,7,2013,15,Pasquotank County
27906,Elizabeth City,7,2014,15,Pasquotank County
27906,Elizabeth City,7,2015,16,Pasquotank County
27906,Elizabeth City,7,2016,17,Pasquotank County
27906,Elizabeth City,7,2017,17,Pasquotank County
27906,Elizabeth City,7,2018,17,Pasquotank County
27907,Elizabeth City,7,2000,9,Pasquotank County
27907,Elizabeth City,7,2001,9,Pasquotank County
27907,Elizabeth City,7,2002,10,Pasquotank County
27907,Elizabeth City,7,2003,11,Pasquotank County
27907,Elizabeth City,7,2004,10,Pasquotank County
27907,Elizabeth City,7,2005,14,Pasquotank County
27907,Elizabeth City,7,2006,14,Pasquotank County
27907,Elizabeth City,7,2007,16,Pasquotank County
27907,Elizabeth City,7,2008,16,Pasquotank County
27907,Elizabeth City,7,2009,17,Pasquotank County
27907,Elizabeth City,7,2010,17,Pasquotank County
27907,Elizabeth City,7,2011,17,Pasquotank County
27907,Elizabeth City,7,2012,17,Pasquotank County
27907,Elizabeth City,7,2013,15,Pasquotank County
27907,Elizabeth City,7,2014,15,Pasquotank County
27907,Elizabeth City,7,2015,16,Pasquotank County
27907,Elizabeth City,7,2016,17,Pasquotank County
27907,Elizabeth City,7,2017,17,Pasquotank County
27907,Elizabeth City,7,2018,17,Pasquotank County
27909,Elizabeth City,7,2000,9,Pasquotank County
27909,Elizabeth City,7,2000,9,Camden County
27909,Elizabeth City,7,2001,9,Pasquotank County
27909,Elizabeth City,7,2001,9,Camden County
27909,Elizabeth City,7,2002,10,Pasquotank County
27909,Elizabeth City,7,2002,10,Camden County
27909,Elizabeth City,7,2003,11,Pasquotank County
27909,Elizabeth City,7,2003,11,Camden County
27909,Elizabeth City,7,2004,10,Pasquotank County
27909,Elizabeth City,7,2004,10,Camden County
27909,Elizabeth City,7,2005,14,Pasquotank County
27909,Elizabeth City,7,2005,14,Camden County
27909,Elizabeth City,7,2006,14,Pasquotank County
27909,Elizabeth City,7,2006,14,Camden County
27909,Elizabeth City,7,2007,16,Pasquotank County
27909,Elizabeth City,7,2007,16,Camden County
27909,Elizabeth City,7,2008,16,Pasquotank County
27909,Elizabeth City,7,2008,16,Camden County
27909,Elizabeth City,7,2009,17,Pasquotank County
27909,Elizabeth City,7,2009,17,Camden County
27909,Elizabeth City,7,2010,17,Pasquotank County
27909,Elizabeth City,7,2010,17,Camden County
27909,Elizabeth City,7,2011,17,Pasquotank County
27909,Elizabeth City,7,2011,17,Camden County
27909,Elizabeth City,7,2012,17,Pasquotank County
27909,Elizabeth City,7,2012,17,Camden County
27909,Elizabeth City,7,2013,15,Pasquotank County
27909,Elizabeth City,7,2013,15,Camden County
27909,Elizabeth City,7,2014,15,Pasquotank County
27909,Elizabeth City,7,2014,15,Camden County
27909,Elizabeth City,7,2015,16,Pasquotank County
27909,Elizabeth City,7,2015,16,Camden County
27909,Elizabeth City,7,2016,17,Pasquotank County
27909,Elizabeth City,7,2016,17,Camden County
27909,Elizabeth City,7,2017,17,Pasquotank County
27909,Elizabeth City,7,2017,17,Camden County
27909,Elizabeth City,7,2018,17,Pasquotank County
27909,Elizabeth City,7,2018,17,Camden County
27910,Ahoskie,2,2004,3,Hertford County
27910,Ahoskie,2,2004,3,Bertie County
27910,Ahoskie,2,2005,4,Hertford County
27910,Ahoskie,2,2005,4,Bertie County
27910,Ahoskie,2,2006,4,Hertford County
27910,Ahoskie,2,2006,4,Bertie County
27910,Ahoskie,2,2007,6,Hertford County
27910,Ahoskie,2,2007,6,Bertie County
27910,Ahoskie,2,2008,7,Hertford County
27910,Ahoskie,2,2008,7,Bertie County
27910,Ahoskie,2,2009,5,Hertford County
27910,Ahoskie,2,2009,5,Bertie County
27910,Ahoskie,2,2010,5,Hertford County
27910,Ahoskie,2,2010,5,Bertie County
27910,Ahoskie,2,2011,6,Hertford County
27910,Ahoskie,2,2011,6,Bertie County
27910,Ahoskie,2,2012,7,Hertford County
27910,Ahoskie,2,2012,7,Bertie County
27910,Ahoskie,2,2013,6,Hertford County
27910,Ahoskie,2,2013,6,Bertie County
27910,Ahoskie,2,2014,6,Hertford County
27910,Ahoskie,2,2014,6,Bertie County
27910,Ahoskie,2,2015,5,Hertford County
27910,Ahoskie,2,2015,5,Bertie County
27910,Ahoskie,2,2016,5,Hertford County
27910,Ahoskie,2,2016,5,Bertie County
27910,Ahoskie,2,2017,6,Hertford County
27910,Ahoskie,2,2017,6,Bertie County
27910,Ahoskie,2,2018,6,Hertford County
27910,Ahoskie,2,2018,6,Bertie County
27917,Barco,0,2000,2,Currituck County
27917,Barco,0,2001,2,Currituck County
27917,Barco,0,2002,2,Currituck County
27917,Barco,0,2003,2,Currituck County
27917,Barco,0,2004,2,Currituck County
27917,Barco,0,2005,2,Currituck County
27917,Barco,0,2006,2,Currituck County
27917,Barco,0,2007,2,Currituck County
27917,Barco,0,2008,2,Currituck County
27917,Barco,0,2009,2,Currituck County
27917,Barco,0,2010,2,Currituck County
27917,Barco,0,2011,3,Currituck County
27917,Barco,0,2012,3,Currituck County
27917,Barco,0,2013,3,Currituck County
27917,Barco,0,2014,3,Currituck County
27917,Barco,0,2015,3,Currituck County
27917,Barco,0,2016,3,Currituck County
27917,Barco,0,2017,3,Currituck County
27917,Barco,0,2018,3,Currituck County
27920,Buxton,0,2003,1,Dare County
27920,Buxton,0,2004,2,Dare County
27920,Buxton,0,2005,2,Dare County
27920,Buxton,0,2006,2,Dare County
27920,Buxton,0,2007,2,Dare County
27920,Buxton,0,2008,2,Dare County
27920,Buxton,0,2009,2,Dare County
27920,Buxton,0,2010,2,Dare County
27920,Buxton,0,2011,2,Dare County
27920,Buxton,0,2012,2,Dare County
27920,Buxton,0,2013,2,Dare County
27920,Buxton,0,2014,2,Dare County
27920,Buxton,0,2015,2,Dare County
27920,Buxton,0,2016,2,Dare County
27920,Buxton,0,2017,2,Dare County
27920,Buxton,0,2018,2,Dare County
27921,Camden,0,2000,2,Camden County
27921,Camden,0,2001,2,Camden County
27921,Camden,0,2002,2,Camden County
27921,Camden,0,2003,2,Camden County
27921,Camden,0,2004,3,Camden County
27921,Camden,0,2005,3,Camden County
27921,Camden,0,2006,4,Camden County
27921,Camden,0,2007,5,Camden County
27921,Camden,0,2008,5,Camden County
27921,Camden,0,2009,5,Camden County
27921,Camden,0,2010,5,Camden County
27921,Camden,0,2011,5,Camden County
27921,Camden,0,2012,5,Camden County
27921,Camden,0,2013,5,Camden County
27921,Camden,0,2014,5,Camden County
27921,Camden,0,2015,5,Camden County
27921,Camden,0,2016,6,Camden County
27921,Camden,0,2017,5,Camden County
27921,Camden,0,2018,5,Camden County
27922,Cofield,0,2009,1,Hertford County
27922,Cofield,0,2010,1,Hertford County
27922,Cofield,0,2011,1,Hertford County
27924,Colerain,0,2004,1,Bertie County
27924,Colerain,0,2005,1,Bertie County
27924,Colerain,0,2006,1,Bertie County
27924,Colerain,0,2007,1,Bertie County
27924,Colerain,0,2008,1,Bertie County
27924,Colerain,0,2009,1,Bertie County
27924,Colerain,0,2010,1,Bertie County
27924,Colerain,0,2011,1,Bertie County
27924,Colerain,0,2012,1,Bertie County
27924,Colerain,0,2013,1,Bertie County
27924,Colerain,0,2014,1,Bertie County
27924,Colerain,0,2015,1,Bertie County
27924,Colerain,0,2016,1,Bertie County
27924,Colerain,0,2017,1,Bertie County
27924,Colerain,0,2018,1,Bertie County
27925,Columbia,0,2004,3,Tyrrell County
27925,Columbia,0,2005,3,Tyrrell County
27925,Columbia,0,2006,3,Tyrrell County
27925,Columbia,0,2007,3,Tyrrell County
27925,Columbia,0,2008,3,Tyrrell County
27925,Columbia,0,2009,3,Tyrrell County
27925,Columbia,0,2010,3,Tyrrell County
27925,Columbia,0,2011,3,Tyrrell County
27925,Columbia,0,2012,3,Tyrrell County
27925,Columbia,0,2013,3,Tyrrell County
27925,Columbia,0,2014,3,Tyrrell County
27925,Columbia,0,2015,3,Tyrrell County
27925,Columbia,0,2016,3,Tyrrell County
27925,Columbia,0,2017,3,Tyrrell County
27925,Columbia,0,2018,3,Tyrrell County
27927,Corolla,1,2011,1,Currituck County
27927,Corolla,1,2012,1,Currituck County
27927,Corolla,1,2013,1,Currituck County
27927,Corolla,1,2014,1,Currituck County
27927,Corolla,1,2015,1,Currituck County
27927,Corolla,1,2016,1,Currituck County
27927,Corolla,1,2017,1,Currituck County
27927,Corolla,1,2018,1,Currituck County
27928,Creswell,0,2000,2,Washington County
27928,Creswell,0,2000,2,Tyrrell County
27928,Creswell,0,2001,2,Washington County
27928,Creswell,0,2001,2,Tyrrell County
27928,Creswell,0,2002,2,Washington County
27928,Creswell,0,2002,2,Tyrrell County
27928,Creswell,0,2003,2,Washington County
27928,Creswell,0,2003,2,Tyrrell County
27928,Creswell,0,2004,2,Washington County
27928,Creswell,0,2004,2,Tyrrell County
27928,Creswell,0,2005,2,Washington County
27928,Creswell,0,2005,2,Tyrrell County
27928,Creswell,0,2006,2,Washington County
27928,Creswell,0,2006,2,Tyrrell County
27928,Creswell,0,2007,2,Washington County
27928,Creswell,0,2007,2,Tyrrell County
27928,Creswell,0,2008,2,Washington County
27928,Creswell,0,2008,2,Tyrrell County
27928,Creswell,0,2009,2,Washington County
27928,Creswell,0,2009,2,Tyrrell County
27928,Creswell,0,2010,2,Washington County
27928,Creswell,0,2010,2,Tyrrell County
27928,Creswell,0,2011,2,Washington County
27928,Creswell,0,2011,2,Tyrrell County
27928,Creswell,0,2012,2,Washington County
27928,Creswell,0,2012,2,Tyrrell County
27928,Creswell,0,2013,2,Washington County
27928,Creswell,0,2013,2,Tyrrell County
27928,Creswell,0,2014,2,Washington County
27928,Creswell,0,2014,2,Tyrrell County
27928,Creswell,0,2015,2,Washington County
27928,Creswell,0,2015,2,Tyrrell County
27928,Creswell,0,2016,2,Washington County
27928,Creswell,0,2016,2,Tyrrell County
27928,Creswell,0,2017,2,Washington County
27928,Creswell,0,2017,2,Tyrrell County
27928,Creswell,0,2018,3,Washington County
27928,Creswell,0,2018,3,Tyrrell County
27929,Currituck,0,2004,1,Currituck County
27929,Currituck,0,2007,1,Currituck County
27929,Currituck,0,2008,2,Currituck County
27929,Currituck,0,2009,2,Currituck County
27929,Currituck,0,2010,2,Currituck County
27929,Currituck,0,2011,2,Currituck County
27929,Currituck,0,2012,1,Currituck County
27929,Currituck,0,2013,1,Currituck County
27929,Currituck,0,2014,1,Currituck County
27929,Currituck,0,2015,1,Currituck County
27929,Currituck,0,2016,2,Currituck County
27929,Currituck,0,2017,2,Currituck County
27929,Currituck,0,2018,2,Currituck County
27944,Hertford,0,2000,1,Perquimans County
27944,Hertford,0,2000,1,Chowan County
27944,Hertford,0,2001,1,Perquimans County
27944,Hertford,0,2001,1,Chowan County
27944,Hertford,0,2002,1,Perquimans County
27944,Hertford,0,2002,1,Chowan County
27944,Hertford,0,2003,1,Perquimans County
27944,Hertford,0,2003,1,Chowan County
27944,Hertford,0,2004,5,Perquimans County
27944,Hertford,0,2004,5,Chowan County
27944,Hertford,0,2005,3,Perquimans County
27944,Hertford,0,2005,3,Chowan County
27944,Hertford,0,2006,3,Perquimans County
27944,Hertford,0,2006,3,Chowan County
27944,Hertford,0,2007,3,Perquimans County
27944,Hertford,0,2007,3,Chowan County
27944,Hertford,0,2008,3,Perquimans County
27944,Hertford,0,2008,3,Chowan County
27944,Hertford,0,2009,4,Perquimans County
27944,Hertford,0,2009,4,Chowan County
27944,Hertford,0,2010,4,Perquimans County
27944,Hertford,0,2010,4,Chowan County
27944,Hertford,0,2011,3,Perquimans County
27944,Hertford,0,2011,3,Chowan County
27944,Hertford,0,2012,3,Perquimans County
27944,Hertford,0,2012,3,Chowan County
27944,Hertford,0,2013,3,Perquimans County
27944,Hertford,0,2013,3,Chowan County
27944,Hertford,0,2014,3,Perquimans County
27944,Hertford,0,2014,3,Chowan County
27944,Hertford,0,2015,3,Perquimans County
27944,Hertford,0,2015,3,Chowan County
27944,Hertford,0,2016,3,Perquimans County
27944,Hertford,0,2016,3,Chowan County
27944,Hertford,0,2017,3,Perquimans County
27944,Hertford,0,2017,3,Chowan County
27944,Hertford,0,2018,3,Perquimans County
27944,Hertford,0,2018,3,Chowan County
27932,Edenton,4,2004,4,Perquimans County
27932,Edenton,4,2004,4,Chowan County
27932,Edenton,4,2005,4,Perquimans County
27932,Edenton,4,2005,4,Chowan County
27932,Edenton,4,2006,4,Perquimans County
27932,Edenton,4,2006,4,Chowan County
27932,Edenton,4,2007,4,Perquimans County
27932,Edenton,4,2007,4,Chowan County
27932,Edenton,4,2008,5,Perquimans County
27932,Edenton,4,2008,5,Chowan County
27932,Edenton,4,2009,4,Perquimans County
27932,Edenton,4,2009,4,Chowan County
27932,Edenton,4,2010,4,Perquimans County
27932,Edenton,4,2010,4,Chowan County
27932,Edenton,4,2011,4,Perquimans County
27932,Edenton,4,2011,4,Chowan County
27932,Edenton,4,2012,4,Perquimans County
27932,Edenton,4,2012,4,Chowan County
27932,Edenton,4,2013,4,Perquimans County
27932,Edenton,4,2013,4,Chowan County
27932,Edenton,4,2014,4,Perquimans County
27932,Edenton,4,2014,4,Chowan County
27932,Edenton,4,2015,4,Perquimans County
27932,Edenton,4,2015,4,Chowan County
27932,Edenton,4,2016,4,Perquimans County
27932,Edenton,4,2016,4,Chowan County
27932,Edenton,4,2017,4,Perquimans County
27932,Edenton,4,2017,4,Chowan County
27932,Edenton,4,2018,4,Perquimans County
27932,Edenton,4,2018,4,Chowan County
27937,Gates,0,2004,3,Gates County
27937,Gates,0,2005,3,Gates County
27937,Gates,0,2006,3,Gates County
27937,Gates,0,2007,3,Gates County
27937,Gates,0,2008,2,Gates County
27937,Gates,0,2009,2,Gates County
27937,Gates,0,2010,3,Gates County
27937,Gates,0,2011,2,Gates County
27937,Gates,0,2012,1,Gates County
27937,Gates,0,2013,2,Gates County
27937,Gates,0,2014,1,Gates County
27937,Gates,0,2015,1,Gates County
27937,Gates,0,2016,1,Gates County
27937,Gates,0,2017,1,Gates County
27937,Gates,0,2018,1,Gates County
27938,Gatesville,0,2000,1,Gates County
27938,Gatesville,0,2004,1,Gates County
27938,Gatesville,0,2005,1,Gates County
27938,Gatesville,0,2006,1,Gates County
27938,Gatesville,0,2007,1,Gates County
27938,Gatesville,0,2008,2,Gates County
27938,Gatesville,0,2009,2,Gates County
27938,Gatesville,0,2010,1,Gates County
27938,Gatesville,0,2011,2,Gates County
27938,Gatesville,0,2012,3,Gates County
27938,Gatesville,0,2013,2,Gates County
27938,Gatesville,0,2014,3,Gates County
27938,Gatesville,0,2015,3,Gates County
27938,Gatesville,0,2016,3,Gates County
27938,Gatesville,0,2017,3,Gates County
27938,Gatesville,0,2018,3,Gates County
27947,Jarvisburg,0,2007,1,Currituck County
27947,Jarvisburg,0,2008,1,Currituck County
27947,Jarvisburg,0,2009,2,Currituck County
27947,Jarvisburg,0,2010,2,Currituck County
27947,Jarvisburg,0,2011,2,Currituck County
27947,Jarvisburg,0,2012,2,Currituck County
27947,Jarvisburg,0,2013,2,Currituck County
27947,Jarvisburg,0,2014,2,Currituck County
27947,Jarvisburg,0,2015,1,Currituck County
27947,Jarvisburg,0,2016,1,Currituck County
27947,Jarvisburg,0,2017,2,Currituck County
27947,Jarvisburg,0,2018,2,Currituck County
27948,Kill Devil Hills,3,2004,3,Dare County
27948,Kill Devil Hills,3,2005,3,Dare County
27948,Kill Devil Hills,3,2006,3,Dare County
27948,Kill Devil Hills,3,2007,3,Dare County
27948,Kill Devil Hills,3,2008,3,Dare County
27948,Kill Devil Hills,3,2009,3,Dare County
27948,Kill Devil Hills,3,2010,3,Dare County
27948,Kill Devil Hills,3,2011,3,Dare County
27948,Kill Devil Hills,3,2012,3,Dare County
27948,Kill Devil Hills,3,2013,3,Dare County
27948,Kill Devil Hills,3,2014,3,Dare County
27948,Kill Devil Hills,3,2015,3,Dare County
27948,Kill Devil Hills,3,2016,3,Dare County
27948,Kill Devil Hills,3,2017,3,Dare County
27948,Kill Devil Hills,3,2018,3,Dare County
27949,Kitty Hawk,4,2003,1,Dare County
27949,Kitty Hawk,4,2004,1,Dare County
27949,Kitty Hawk,4,2005,3,Dare County
27949,Kitty Hawk,4,2006,3,Dare County
27949,Kitty Hawk,4,2007,3,Dare County
27949,Kitty Hawk,4,2008,3,Dare County
27949,Kitty Hawk,4,2009,3,Dare County
27949,Kitty Hawk,4,2010,3,Dare County
27949,Kitty Hawk,4,2011,3,Dare County
27949,Kitty Hawk,4,2012,3,Dare County
27949,Kitty Hawk,4,2013,3,Dare County
27949,Kitty Hawk,4,2014,3,Dare County
27949,Kitty Hawk,4,2015,2,Dare County
27949,Kitty Hawk,4,2016,2,Dare County
27949,Kitty Hawk,4,2017,2,Dare County
27949,Kitty Hawk,4,2018,2,Dare County
27950,Knotts Island,0,2000,1,Currituck County
27950,Knotts Island,0,2001,1,Currituck County
27950,Knotts Island,0,2002,1,Currituck County
27950,Knotts Island,0,2003,1,Currituck County
27950,Knotts Island,0,2004,1,Currituck County
27950,Knotts Island,0,2005,1,Currituck County
27950,Knotts Island,0,2006,1,Currituck County
27950,Knotts Island,0,2007,1,Currituck County
27950,Knotts Island,0,2008,1,Currituck County
27950,Knotts Island,0,2009,1,Currituck County
27950,Knotts Island,0,2010,1,Currituck County
27950,Knotts Island,0,2011,1,Currituck County
27950,Knotts Island,0,2012,1,Currituck County
27950,Knotts Island,0,2013,1,Currituck County
27950,Knotts Island,0,2014,1,Currituck County
27950,Knotts Island,0,2015,1,Currituck County
27950,Knotts Island,0,2016,1,Currituck County
27950,Knotts Island,0,2017,1,Currituck County
27950,Knotts Island,0,2018,1,Currituck County
27954,Manteo,7,2000,1,Dare County
27954,Manteo,7,2001,1,Dare County
27954,Manteo,7,2002,2,Dare County
27954,Manteo,7,2003,3,Dare County
27954,Manteo,7,2004,2,Dare County
27954,Manteo,7,2005,3,Dare County
27954,Manteo,7,2006,3,Dare County
27954,Manteo,7,2007,3,Dare County
27954,Manteo,7,2008,2,Dare County
27954,Manteo,7,2009,3,Dare County
27954,Manteo,7,2010,3,Dare County
27954,Manteo,7,2011,4,Dare County
27954,Manteo,7,2012,4,Dare County
27954,Manteo,7,2013,4,Dare County
27954,Manteo,7,2014,3,Dare County
27954,Manteo,7,2015,4,Dare County
27954,Manteo,7,2016,4,Dare County
27954,Manteo,7,2017,4,Dare County
27954,Manteo,7,2018,4,Dare County
27956,Maple,0,2004,1,Currituck County
27956,Maple,0,2005,1,Currituck County
27956,Maple,0,2006,1,Currituck County
27956,Maple,0,2007,1,Currituck County
27956,Maple,0,2008,1,Currituck County
27956,Maple,0,2009,1,Currituck County
27956,Maple,0,2010,1,Currituck County
27957,Merry Hill,0,2004,1,Bertie County
27957,Merry Hill,0,2005,1,Bertie County
27957,Merry Hill,0,2006,1,Bertie County
27958,Moyock,0,2002,2,Currituck County
27958,Moyock,0,2003,2,Currituck County
27958,Moyock,0,2004,2,Currituck County
27958,Moyock,0,2005,3,Currituck County
27958,Moyock,0,2006,3,Currituck County
27958,Moyock,0,2007,3,Currituck County
27958,Moyock,0,2008,2,Currituck County
27958,Moyock,0,2009,2,Currituck County
27958,Moyock,0,2010,2,Currituck County
27958,Moyock,0,2011,2,Currituck County
27958,Moyock,0,2012,2,Currituck County
27958,Moyock,0,2013,2,Currituck County
27958,Moyock,0,2014,2,Currituck County
27958,Moyock,0,2015,2,Currituck County
27958,Moyock,0,2016,2,Currituck County
27958,Moyock,0,2017,2,Currituck County
27958,Moyock,0,2018,2,Currituck County
27959,Nags Head,7,2005,1,Dare County
27959,Nags Head,7,2006,1,Dare County
27959,Nags Head,7,2007,1,Dare County
27959,Nags Head,7,2008,1,Dare County
27959,Nags Head,7,2009,1,Dare County
27959,Nags Head,7,2010,1,Dare County
27959,Nags Head,7,2011,1,Dare County
27959,Nags Head,7,2012,1,Dare County
27959,Nags Head,7,2013,1,Dare County
27959,Nags Head,7,2014,2,Dare County
27959,Nags Head,7,2015,1,Dare County
27959,Nags Head,7,2016,1,Dare County
27959,Nags Head,7,2017,1,Dare County
27959,Nags Head,7,2018,1,Dare County
27960,Ocracoke,0,2004,1,Hyde County
27960,Ocracoke,0,2005,1,Hyde County
27960,Ocracoke,0,2006,1,Hyde County
27960,Ocracoke,0,2007,1,Hyde County
27960,Ocracoke,0,2008,1,Hyde County
27960,Ocracoke,0,2009,1,Hyde County
27960,Ocracoke,0,2010,1,Hyde County
27960,Ocracoke,0,2011,1,Hyde County
27960,Ocracoke,0,2012,1,Hyde County
27960,Ocracoke,0,2013,1,Hyde County
27960,Ocracoke,0,2014,1,Hyde County
27960,Ocracoke,0,2015,1,Hyde County
27960,Ocracoke,0,2016,1,Hyde County
27960,Ocracoke,0,2017,1,Hyde County
27960,Ocracoke,0,2018,1,Hyde County
27962,Plymouth,9,2000,1,Washington County
27962,Plymouth,9,2000,1,Martin County
27962,Plymouth,9,2000,1,Beaufort County
27962,Plymouth,9,2001,1,Washington County
27962,Plymouth,9,2001,1,Martin County
27962,Plymouth,9,2001,1,Beaufort County
27962,Plymouth,9,2002,1,Washington County
27962,Plymouth,9,2002,1,Martin County
27962,Plymouth,9,2002,1,Beaufort County
27962,Plymouth,9,2003,1,Washington County
27962,Plymouth,9,2003,1,Martin County
27962,Plymouth,9,2003,1,Beaufort County
27962,Plymouth,9,2004,2,Washington County
27962,Plymouth,9,2004,2,Martin County
27962,Plymouth,9,2004,2,Beaufort County
27962,Plymouth,9,2005,2,Washington County
27962,Plymouth,9,2005,2,Martin County
27962,Plymouth,9,2005,2,Beaufort County
27962,Plymouth,9,2006,2,Washington County
27962,Plymouth,9,2006,2,Martin County
27962,Plymouth,9,2006,2,Beaufort County
27962,Plymouth,9,2007,2,Washington County
27962,Plymouth,9,2007,2,Martin County
27962,Plymouth,9,2007,2,Beaufort County
27962,Plymouth,9,2008,2,Washington County
27962,Plymouth,9,2008,2,Martin County
27962,Plymouth,9,2008,2,Beaufort County
27962,Plymouth,9,2009,2,Washington County
27962,Plymouth,9,2009,2,Martin County
27962,Plymouth,9,2009,2,Beaufort County
27962,Plymouth,9,2010,2,Washington County
27962,Plymouth,9,2010,2,Martin County
27962,Plymouth,9,2010,2,Beaufort County
27962,Plymouth,9,2011,3,Washington County
27962,Plymouth,9,2011,3,Martin County
27962,Plymouth,9,2011,3,Beaufort County
27962,Plymouth,9,2012,2,Washington County
27962,Plymouth,9,2012,2,Martin County
27962,Plymouth,9,2012,2,Beaufort County
27962,Plymouth,9,2013,2,Washington County
27962,Plymouth,9,2013,2,Martin County
27962,Plymouth,9,2013,2,Beaufort County
27962,Plymouth,9,2014,2,Washington County
27962,Plymouth,9,2014,2,Martin County
27962,Plymouth,9,2014,2,Beaufort County
27962,Plymouth,9,2015,2,Washington County
27962,Plymouth,9,2015,2,Martin County
27962,Plymouth,9,2015,2,Beaufort County
27962,Plymouth,9,2016,2,Washington County
27962,Plymouth,9,2016,2,Martin County
27962,Plymouth,9,2016,2,Beaufort County
27962,Plymouth,9,2017,2,Washington County
27962,Plymouth,9,2017,2,Martin County
27962,Plymouth,9,2017,2,Beaufort County
27962,Plymouth,9,2018,2,Washington County
27962,Plymouth,9,2018,2,Martin County
27962,Plymouth,9,2018,2,Beaufort County
27965,Poplar Branch,0,2000,1,Currituck County
27965,Poplar Branch,0,2001,1,Currituck County
27965,Poplar Branch,0,2002,1,Currituck County
27965,Poplar Branch,0,2003,1,Currituck County
27965,Poplar Branch,0,2004,1,Currituck County
27965,Poplar Branch,0,2005,1,Currituck County
27965,Poplar Branch,0,2006,1,Currituck County
27965,Poplar Branch,0,2007,1,Currituck County
27965,Poplar Branch,0,2008,1,Currituck County
27965,Poplar Branch,0,2009,1,Currituck County
27965,Poplar Branch,0,2010,1,Currituck County
27965,Poplar Branch,0,2011,1,Currituck County
27965,Poplar Branch,0,2012,1,Currituck County
27965,Poplar Branch,0,2013,1,Currituck County
27965,Poplar Branch,0,2014,1,Currituck County
27965,Poplar Branch,0,2015,1,Currituck County
27965,Poplar Branch,0,2016,1,Currituck County
27965,Poplar Branch,0,2017,1,Currituck County
27965,Poplar Branch,0,2018,1,Currituck County
27967,Powellsville,0,2004,1,Bertie County
27967,Powellsville,0,2005,1,Bertie County
27967,Powellsville,0,2006,1,Bertie County
27967,Powellsville,0,2007,1,Bertie County
27967,Powellsville,0,2018,1,Bertie County
27970,Roper,0,2004,1,Washington County
27970,Roper,0,2005,1,Washington County
27970,Roper,0,2006,1,Washington County
27970,Roper,0,2007,1,Washington County
27970,Roper,0,2008,1,Washington County
27970,Roper,0,2009,1,Washington County
27970,Roper,0,2010,1,Washington County
27970,Roper,0,2011,1,Washington County
27970,Roper,0,2012,2,Washington County
27970,Roper,0,2013,2,Washington County
27970,Roper,0,2014,1,Washington County
27970,Roper,0,2015,1,Washington County
27970,Roper,0,2016,2,Washington County
27970,Roper,0,2017,2,Washington County
27970,Roper,0,2018,2,Washington County
27973,Shawboro,0,2012,1,Currituck County
27973,Shawboro,0,2012,1,Camden County
27973,Shawboro,0,2013,1,Currituck County
27973,Shawboro,0,2013,1,Camden County
27973,Shawboro,0,2014,1,Currituck County
27973,Shawboro,0,2014,1,Camden County
27973,Shawboro,0,2015,1,Currituck County
27973,Shawboro,0,2015,1,Camden County
27979,Sunbury,1,2002,1,Gates County
27979,Sunbury,1,2003,1,Gates County
27979,Sunbury,1,2004,1,Gates County
27979,Sunbury,1,2005,1,Gates County
27979,Sunbury,1,2006,1,Gates County
27979,Sunbury,1,2007,1,Gates County
27979,Sunbury,1,2008,1,Gates County
27979,Sunbury,1,2009,1,Gates County
27979,Sunbury,1,2010,1,Gates County
27979,Sunbury,1,2011,1,Gates County
27979,Sunbury,1,2012,1,Gates County
27979,Sunbury,1,2013,1,Gates County
27979,Sunbury,1,2014,1,Gates County
27979,Sunbury,1,2015,1,Gates County
27979,Sunbury,1,2016,1,Gates County
27979,Sunbury,1,2017,1,Gates County
27979,Sunbury,1,2018,1,Gates County
27980,Tyner,0,2000,1,Perquimans County
27980,Tyner,0,2000,1,Chowan County
27980,Tyner,0,2001,1,Perquimans County
27980,Tyner,0,2001,1,Chowan County
27980,Tyner,0,2002,1,Perquimans County
27980,Tyner,0,2002,1,Chowan County
27980,Tyner,0,2003,1,Perquimans County
27980,Tyner,0,2003,1,Chowan County
27980,Tyner,0,2005,1,Perquimans County
27980,Tyner,0,2005,1,Chowan County
27980,Tyner,0,2006,1,Perquimans County
27980,Tyner,0,2006,1,Chowan County
27980,Tyner,0,2007,1,Perquimans County
27980,Tyner,0,2007,1,Chowan County
27980,Tyner,0,2011,1,Perquimans County
27980,Tyner,0,2011,1,Chowan County
27980,Tyner,0,2012,1,Perquimans County
27980,Tyner,0,2012,1,Chowan County
27980,Tyner,0,2013,1,Perquimans County
27980,Tyner,0,2013,1,Chowan County
27980,Tyner,0,2014,1,Perquimans County
27980,Tyner,0,2014,1,Chowan County
27980,Tyner,0,2015,1,Perquimans County
27980,Tyner,0,2015,1,Chowan County
27980,Tyner,0,2016,1,Perquimans County
