Date,Year,County,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,violent_crime_rate,30_Year_Fixed_Rate,Number_of_Schools,median_listing_price_mm,Number_of_Parks,Price_Status
2021-11,2021,Currituck,530506.0,175.0,74.0,76.0,4.0,24.0,2589.0,947537.0,394.0,,3.07,,,3.0,down
2021-11,2021,Hoke,282348.0,54.0,48.0,100.0,0.0,4.0,2100.0,313472.0,285.0,,3.07,,0.129392,24.0,up
2021-11,2021,Vance,165000.0,34.0,75.0,12.0,0.0,12.0,1443.0,233921.0,64.0,,3.07,,-0.174995875,15.0,down
2021-10,2021,Columbus,210000.0,63.0,55.0,32.0,0.0,24.0,1550.0,278384.0,110.0,,3.07,,-0.066666667,5.0,down
2021-10,2021,Wilkes,265000.0,91.0,49.0,52.0,4.0,28.0,2065.0,432865.0,202.0,,3.07,,-0.0433213,34.0,down
2021-10,2021,Currituck,549900.0,200.0,65.0,100.0,4.0,24.0,2660.0,998445.0,436.0,,3.07,,,3.0,down
2021-10,2021,Forsyth,295000.0,450.0,41.0,584.0,16.0,176.0,2554.0,365760.0,1548.0,,3.07,,0.0,479.0,up
2021-10,2021,Rowan,259900.0,158.0,37.0,132.0,8.0,64.0,1772.0,332144.0,344.0,,3.07,,-0.027866093,119.0,down
2021-10,2021,Swain,575000.0,58.0,112.0,20.0,0.0,0.0,2170.0,632865.0,101.0,,3.07,,,1.0,down
2021-10,2021,Haywood,397500.0,196.0,63.0,140.0,4.0,80.0,1854.0,595753.0,397.0,,3.07,,0.039351549,26.0,up
2021-10,2021,Wake,458850.0,1038.0,18.0,1596.0,104.0,296.0,2307.0,622376.0,2314.0,,3.07,,-0.019446522,1627.0,down
2021-10,2021,Martin,99000.0,27.0,50.0,4.0,0.0,4.0,1463.0,123172.0,52.0,,3.07,,-0.139130435,23.0,down
2021-10,2021,Lenoir,184900.0,42.0,50.0,64.0,0.0,8.0,2026.0,246735.0,106.0,,3.07,,0.072194839,13.0,up
2021-10,2021,Cabarrus,315000.0,175.0,27.0,236.0,8.0,88.0,1785.0,381258.0,397.0,,3.07,,0.050175029,120.0,up
2021-10,2021,Macon,625000.0,183.0,64.0,100.0,4.0,36.0,2248.0,948327.0,363.0,,3.07,,0.0,14.0,up
2021-10,2021,Pender,449900.0,124.0,43.0,108.0,4.0,32.0,2450.0,539171.0,407.0,,3.07,,-0.03475649,50.0,down
2021-10,2021,Stokes,249900.0,51.0,46.0,40.0,0.0,12.0,2133.0,297139.0,132.0,,3.07,,-0.031207598,16.0,down
2021-10,2021,Guilford,285000.0,549.0,42.0,708.0,28.0,152.0,2388.0,377118.0,1882.0,,3.07,,-0.01690238,788.0,down
2021-10,2021,Gaston,264900.0,246.0,31.0,244.0,40.0,124.0,1635.0,328707.0,549.0,,3.07,,-0.007865169,99.0,down
2021-10,2021,Craven,280000.0,198.0,59.0,212.0,12.0,52.0,1900.0,340466.0,620.0,,3.07,,0.036096875,63.0,up
2021-10,2021,Tyrrell,355000.0,14.0,63.0,4.0,0.0,0.0,1318.0,298414.0,18.0,,3.07,,,0.0,down
2021-10,2021,Watauga,575000.0,252.0,64.0,144.0,8.0,64.0,2047.0,826393.0,461.0,,3.07,,0.005684303,44.0,up
2021-10,2021,Chatham,635000.0,128.0,38.0,88.0,12.0,24.0,3059.0,773088.0,230.0,,3.07,,0.067401801,90.0,up
2021-10,2021,Alamance,290000.0,275.0,29.0,352.0,12.0,72.0,1887.0,350922.0,647.0,,3.07,,-0.016782506,54.0,down
2021-10,2021,Chowan,339000.0,59.0,63.0,24.0,0.0,12.0,2186.0,384490.0,86.0,,3.07,,,4.0,down
2021-10,2021,Mecklenburg,445000.0,1294.0,32.0,1348.0,92.0,424.0,2017.0,602018.0,2674.0,,3.07,,0.028901734,905.0,up
2021-10,2021,Bertie,129900.0,20.0,108.0,12.0,0.0,4.0,1736.0,227621.0,26.0,,3.07,,,10.0,down
2021-10,2021,Alleghany,399900.0,55.0,63.0,24.0,0.0,16.0,2034.0,423633.0,103.0,,3.07,,,0.0,down
2021-10,2021,Jackson,649000.0,247.0,82.0,104.0,4.0,40.0,2000.0,1193696.0,452.0,,3.07,,0.042570281,13.0,up
2021-10,2021,Yadkin,247500.0,37.0,44.0,20.0,0.0,12.0,2741.0,377570.0,83.0,,3.07,,-0.00980196,4.0,down
2021-10,2021,Burke,249900.0,75.0,38.0,68.0,0.0,44.0,1685.0,383748.0,165.0,,3.07,,-0.027437245,118.0,down
2021-10,2021,Pitt,258800.0,178.0,44.0,240.0,12.0,64.0,2009.0,293621.0,686.0,,3.07,,0.022924901,100.0,up
2021-10,2021,Clay,425000.0,129.0,69.0,36.0,0.0,56.0,1939.0,542666.0,203.0,,3.07,,,5.0,down
2021-10,2021,Beaufort,269900.0,73.0,58.0,32.0,0.0,12.0,1977.0,356022.0,147.0,,3.07,,0.038476337,18.0,up
2021-10,2021,Brunswick,387941.0,711.0,49.0,556.0,36.0,168.0,1972.0,520241.0,2028.0,,3.07,,0.011092433,70.0,up
2021-10,2021,Harnett,289000.0,248.0,41.0,276.0,16.0,76.0,2002.0,303504.0,693.0,,3.07,,0.007144102,108.0,up
2021-10,2021,Hertford,160000.0,24.0,61.0,8.0,0.0,0.0,1848.0,177916.0,40.0,,3.07,,,3.0,down
2021-10,2021,Mitchell,299000.0,55.0,70.0,20.0,0.0,8.0,1700.0,463855.0,102.0,,3.07,,,12.0,down
2021-10,2021,Avery,429300.0,64.0,84.0,20.0,4.0,8.0,2143.0,784211.0,99.0,,3.07,,,9.0,down
2021-10,2021,Hoke,250000.0,67.0,46.0,104.0,4.0,20.0,2100.0,275983.0,299.0,,3.07,,-0.028937658,24.0,down
2021-10,2021,Halifax,249000.0,56.0,56.0,36.0,0.0,12.0,1764.0,327848.0,162.0,,3.07,,0.0,20.0,up
2021-10,2021,Nash,289900.0,146.0,38.0,128.0,16.0,44.0,2061.0,319285.0,368.0,,3.07,,0.013654085,64.0,up
2021-10,2021,Yancey,525000.0,100.0,63.0,44.0,0.0,16.0,2134.0,823691.0,172.0,,3.07,,,4.0,down
2021-10,2021,Durham,425000.0,313.0,24.0,404.0,8.0,100.0,1815.0,517546.0,602.0,,3.07,,0.008325207,412.0,up
2021-10,2021,New hanover,459000.0,467.0,46.0,428.0,40.0,148.0,2042.0,679432.0,1322.0,,3.07,,0.05784743,,up
2021-10,2021,Onslow,242000.0,366.0,43.0,552.0,48.0,100.0,1631.0,383320.0,1598.0,,3.07,,-0.024193548,58.0,down
2021-10,2021,Graham,565000.0,34.0,66.0,8.0,0.0,4.0,1826.0,616691.0,63.0,,3.07,,,1.0,down
2021-10,2021,Catawba,279000.0,205.0,42.0,164.0,4.0,100.0,1870.0,423201.0,404.0,,3.07,,-0.012380641,65.0,down
2021-10,2021,Franklin,369900.0,110.0,18.0,96.0,4.0,24.0,2111.0,398953.0,179.0,,3.07,,-0.013586848,58.0,down
2021-10,2021,Davie,235000.0,94.0,55.0,40.0,0.0,16.0,1627.0,369465.0,168.0,,3.07,,-0.040600951,9.0,down
2021-10,2021,Pamlico,417500.0,52.0,90.0,24.0,4.0,8.0,2000.0,503516.0,89.0,,3.07,,,10.0,down
2021-10,2021,Surry,275000.0,87.0,60.0,64.0,0.0,28.0,3550.0,386126.0,186.0,,3.07,,0.028039305,13.0,up
2021-10,2021,Vance,199999.0,46.0,51.0,20.0,0.0,12.0,1509.0,330150.0,76.0,,3.07,,-0.137935345,15.0,down
2021-10,2021,Polk,599000.0,81.0,73.0,32.0,0.0,16.0,2492.0,789914.0,141.0,,3.07,,,40.0,down
2021-10,2021,Warren,149900.0,12.0,91.0,8.0,0.0,0.0,2530.0,722462.0,23.0,,3.07,,,1.0,down
2021-10,2021,Lee,289800.0,121.0,37.0,152.0,12.0,20.0,2119.0,380823.0,349.0,,3.07,,-0.056026059,22.0,down
2021-10,2021,Wayne,185900.0,129.0,43.0,104.0,4.0,32.0,1664.0,202628.0,349.0,,3.07,,-0.04642216,36.0,down
2021-10,2021,Rutherford,325000.0,173.0,46.0,96.0,0.0,52.0,1924.0,477167.0,324.0,,3.07,,-0.055232558,25.0,down
2021-10,2021,Perquimans,360000.0,35.0,70.0,12.0,0.0,8.0,2408.0,470275.0,63.0,,3.07,,,4.0,down
2021-10,2021,Union,446000.0,280.0,29.0,296.0,28.0,100.0,2396.0,648737.0,546.0,,3.07,,0.050029429,130.0,up
2021-10,2021,Alexander,279000.0,29.0,57.0,16.0,0.0,4.0,2100.0,401375.0,54.0,,3.07,,0.008130081,25.0,up
2021-10,2021,Northampton,135000.0,11.0,38.0,4.0,0.0,4.0,1800.0,248064.0,32.0,,3.07,,,4.0,down
2021-10,2021,Edgecombe,140000.0,70.0,50.0,56.0,0.0,20.0,1507.0,158434.0,151.0,,3.07,,-0.081967213,83.0,down
2021-10,2021,Johnston,335000.0,279.0,23.0,292.0,56.0,80.0,2059.0,359544.0,635.0,,3.07,,0.001869159,248.0,up
2021-10,2021,Stanly,259900.0,121.0,39.0,92.0,0.0,40.0,1613.0,338270.0,228.0,,3.07,,0.0,22.0,up
2021-10,2021,Wilson,214900.0,86.0,42.0,96.0,0.0,32.0,1771.0,258632.0,223.0,,3.07,,0.072473026,70.0,up
2021-10,2021,Transylvania,675000.0,109.0,51.0,68.0,4.0,32.0,2271.0,1024067.0,208.0,,3.07,,0.046511628,17.0,up
2021-10,2021,Anson,134900.0,30.0,42.0,20.0,0.0,8.0,1300.0,197604.0,48.0,,3.07,,,3.0,down
2021-10,2021,Madison,480000.0,65.0,55.0,32.0,0.0,16.0,2300.0,647058.0,108.0,,3.07,,,6.0,down
2021-10,2021,Scotland,180000.0,40.0,51.0,28.0,0.0,4.0,1964.0,206161.0,88.0,,3.07,,0.09123977,13.0,up
2021-10,2021,Cleveland,259900.0,110.0,42.0,96.0,4.0,44.0,1789.0,344963.0,243.0,,3.07,,0.155111111,38.0,up
2021-10,2021,Henderson,445900.0,337.0,70.0,184.0,4.0,92.0,1864.0,669938.0,647.0,,3.07,,0.01437736,104.0,up
2021-10,2021,Richmond,162000.0,49.0,45.0,52.0,0.0,12.0,1613.0,272781.0,120.0,,3.07,,-0.029649596,15.0,down
2021-10,2021,Duplin,229000.0,40.0,49.0,32.0,0.0,8.0,2097.0,309947.0,115.0,,3.07,,-0.134051806,9.0,down
2021-10,2021,Cumberland,195000.0,455.0,39.0,612.0,24.0,136.0,1750.0,245619.0,1642.0,,3.07,,-0.022311356,83.0,down
2021-10,2021,Person,310000.0,50.0,60.0,24.0,4.0,24.0,2301.0,538812.0,88.0,,3.07,,-0.03125,9.0,down
2021-10,2021,Mcdowell,400000.0,86.0,52.0,44.0,0.0,24.0,1960.0,505426.0,158.0,,3.07,,0.021711367,,up
2021-10,2021,Orange,589000.0,113.0,30.0,112.0,4.0,20.0,2499.0,719866.0,215.0,,3.07,,0.137065637,126.0,up
2021-10,2021,Davidson,260000.0,196.0,34.0,180.0,12.0,92.0,1633.0,311014.0,534.0,,3.07,,0.090192461,126.0,up
2021-10,2021,Moore,389000.0,209.0,46.0,216.0,20.0,40.0,2232.0,504203.0,703.0,,3.07,,0.0,61.0,up
2021-10,2021,Montgomery,279000.0,12.0,45.0,4.0,0.0,0.0,2425.0,366707.0,21.0,,3.07,,0.242761693,10.0,up
2021-10,2021,Hyde,445000.0,20.0,168.0,4.0,0.0,4.0,1680.0,525036.0,30.0,,3.07,,,0.0,down
2021-10,2021,Robeson,169900.0,79.0,48.0,44.0,0.0,12.0,1787.0,205407.0,196.0,,3.07,,-0.049244544,47.0,down
2021-10,2021,Buncombe,498500.0,571.0,54.0,412.0,8.0,220.0,1950.0,815712.0,1208.0,,3.07,,-0.000902,211.0,down
2021-10,2021,Lincoln,419950.0,142.0,41.0,100.0,28.0,40.0,2295.0,519147.0,311.0,,3.07,,0.024455693,27.0,up
2021-10,2021,Granville,354000.0,23.0,20.0,32.0,0.0,8.0,2173.0,420163.0,56.0,,3.07,,0.089230769,63.0,up
2021-10,2021,Caldwell,235000.0,66.0,40.0,60.0,0.0,20.0,1845.0,393006.0,147.0,,3.07,,-0.119025305,85.0,down
2021-10,2021,Iredell,415000.0,305.0,44.0,252.0,28.0,108.0,2387.0,595496.0,621.0,,3.07,,-0.039073806,104.0,down
2021-10,2021,Caswell,250000.0,20.0,45.0,12.0,0.0,4.0,2134.0,390662.0,37.0,,3.07,,,37.0,down
2021-10,2021,Randolph,229000.0,158.0,46.0,144.0,0.0,56.0,1966.0,329063.0,462.0,,3.07,,-0.07564382,90.0,down
2021-10,2021,Camden,390000.0,63.0,57.0,20.0,0.0,16.0,2110.0,412211.0,84.0,,3.07,,,9.0,down
2021-10,2021,Ashe,415000.0,79.0,63.0,36.0,4.0,16.0,1800.0,527800.0,180.0,,3.07,,0.013431013,5.0,up
2021-10,2021,Washington,189900.0,11.0,61.0,8.0,0.0,4.0,1848.0,223536.0,24.0,,3.07,,,9.0,down
2021-10,2021,Pasquotank,299500.0,107.0,50.0,56.0,4.0,24.0,2188.0,296725.0,203.0,,3.07,,0.130401963,21.0,up
2021-10,2021,Bladen,277500.0,29.0,79.0,4.0,0.0,0.0,2000.0,583288.0,59.0,,3.07,,-0.234377155,9.0,down
2021-10,2021,Jones,232000.0,7.0,57.0,4.0,0.0,0.0,1690.0,435820.0,17.0,,3.07,,,18.0,down
2021-10,2021,Cherokee,324900.0,214.0,59.0,120.0,0.0,60.0,1703.0,385870.0,459.0,,3.07,,0.096708861,2.0,up
2021-10,2021,Rockingham,209900.0,129.0,49.0,124.0,0.0,44.0,1596.0,281627.0,329.0,,3.07,,0.119765271,73.0,up
2021-10,2021,Dare,599999.0,277.0,63.0,140.0,4.0,64.0,2003.0,823965.0,637.0,,3.07,,-0.031478612,22.0,down
2021-10,2021,Gates,160000.0,12.0,36.0,4.0,0.0,4.0,1740.0,172873.0,19.0,,3.07,,,2.0,down
2021-10,2021,Greene,129000.0,6.0,126.0,4.0,0.0,0.0,2000.0,206400.0,14.0,,3.07,,,23.0,down
2021-10,2021,Carteret,440000.0,276.0,50.0,172.0,12.0,76.0,1800.0,593895.0,706.0,,3.07,,-0.022222222,44.0,down
2021-10,2021,Sampson,252740.0,69.0,42.0,40.0,0.0,12.0,1956.0,263944.0,129.0,,3.07,,0.002787284,22.0,up
2021-09,2021,Granville,325000.0,23.0,16.0,36.0,0.0,8.0,1956.0,330019.0,58.0,,2.9,,-0.03703561,63.0,down
2021-09,2021,Vance,232000.0,54.0,45.0,28.0,0.0,8.0,1803.0,329381.0,88.0,,2.9,,0.031111111,15.0,up
2021-09,2021,Dare,619500.0,316.0,56.0,172.0,8.0,68.0,2015.0,804535.0,673.0,,2.9,,-0.024409449,22.0,down
2021-09,2021,Perquimans,400000.0,39.0,64.0,20.0,0.0,4.0,2754.0,509837.0,70.0,,2.9,,,4.0,down
2021-09,2021,Iredell,431875.0,314.0,40.0,296.0,20.0,116.0,2386.0,591494.0,639.0,,2.9,,0.066358025,104.0,up
2021-09,2021,Union,424750.0,267.0,26.0,316.0,28.0,100.0,2341.0,623243.0,560.0,,2.9,,0.011429932,130.0,up
2021-09,2021,Caswell,429900.0,20.0,38.0,12.0,0.0,4.0,2627.0,437242.0,29.0,,2.9,,,37.0,down
2021-09,2021,Camden,389900.0,56.0,95.0,24.0,0.0,0.0,1969.0,405966.0,75.0,,2.9,,,9.0,down
2021-09,2021,Hoke,257450.0,59.0,41.0,96.0,8.0,8.0,2025.0,259488.0,313.0,,2.9,,0.119591215,24.0,up
2021-09,2021,Watauga,571750.0,258.0,59.0,120.0,0.0,60.0,2270.0,884105.0,482.0,,2.9,,0.017439274,44.0,up
2021-09,2021,Franklin,374995.0,99.0,20.0,116.0,16.0,36.0,2158.0,404399.0,173.0,,2.9,,0.03214557,58.0,up
2021-09,2021,Carteret,450000.0,285.0,48.0,216.0,8.0,80.0,1815.0,621334.0,736.0,,2.9,,0.0,44.0,up
2021-09,2021,Stokes,257950.0,47.0,47.0,56.0,0.0,12.0,832.0,299894.0,136.0,,2.9,,0.121765601,16.0,up
2021-09,2021,Warren,179900.0,11.0,77.0,4.0,0.0,4.0,1925.0,779239.0,21.0,,2.9,,,1.0,down
2021-09,2021,Chowan,320000.0,54.0,65.0,24.0,0.0,8.0,2228.0,398767.0,82.0,,2.9,,,4.0,down
2021-09,2021,Person,320000.0,50.0,35.0,24.0,0.0,12.0,2202.0,550288.0,98.0,,2.9,,-0.097981734,9.0,down
2021-09,2021,Stanly,259900.0,129.0,41.0,96.0,0.0,48.0,1697.0,359594.0,242.0,,2.9,,0.031349206,22.0,up
2021-09,2021,Hyde,445000.0,23.0,155.0,4.0,0.0,0.0,1660.0,554228.0,31.0,,2.9,,,0.0,down
2021-09,2021,Guilford,289900.0,549.0,36.0,792.0,20.0,184.0,2177.0,379009.0,1953.0,,2.9,,0.001381693,788.0,up
2021-09,2021,Bladen,362450.0,31.0,83.0,20.0,0.0,4.0,2050.0,662489.0,67.0,,2.9,,0.169570829,9.0,up
2021-09,2021,Brunswick,383685.0,712.0,44.0,464.0,36.0,172.0,1885.0,520350.0,2081.0,,2.9,,-0.016053546,70.0,down
2021-09,2021,Cherokee,296250.0,201.0,56.0,100.0,0.0,36.0,1705.0,377188.0,457.0,,2.9,,-0.072769953,2.0,down
2021-09,2021,Nash,285995.0,150.0,38.0,128.0,32.0,48.0,2084.0,310508.0,389.0,,2.9,,-0.008511007,64.0,down
2021-09,2021,Craven,270245.0,196.0,50.0,168.0,16.0,48.0,1842.0,327986.0,657.0,,2.9,,0.009337243,63.0,up
2021-09,2021,Pender,466100.0,109.0,43.0,112.0,0.0,20.0,2488.0,581161.0,378.0,,2.9,,0.059558991,50.0,up
2021-09,2021,Johnston,334375.0,251.0,17.0,348.0,36.0,64.0,2067.0,364525.0,624.0,,2.9,,-0.041768162,248.0,down
2021-09,2021,Anson,130000.0,22.0,54.0,12.0,0.0,4.0,1263.0,178991.0,44.0,,2.9,,,3.0,down
2021-09,2021,Madison,484500.0,69.0,53.0,36.0,0.0,12.0,2296.0,627710.0,115.0,,2.9,,,6.0,down
2021-09,2021,Clay,417450.0,142.0,61.0,52.0,0.0,20.0,2222.0,536340.0,225.0,,2.9,,,5.0,down
2021-09,2021,Durham,421491.0,306.0,28.0,348.0,4.0,100.0,1796.0,511387.0,588.0,,2.9,,0.004103452,412.0,up
2021-09,2021,Pamlico,342000.0,45.0,79.0,16.0,0.0,12.0,1992.0,458085.0,91.0,,2.9,,,10.0,down
2021-09,2021,Moore,389000.0,199.0,42.0,216.0,8.0,44.0,2299.0,478801.0,707.0,,2.9,,0.020884837,61.0,up
2021-09,2021,Lenoir,172450.0,40.0,50.0,32.0,4.0,8.0,2026.0,235619.0,109.0,,2.9,,0.02985966,13.0,up
2021-09,2021,Rowan,267350.0,171.0,33.0,188.0,4.0,72.0,1796.0,357922.0,350.0,,2.9,,0.01847619,119.0,up
2021-09,2021,Alamance,294950.0,294.0,22.0,348.0,12.0,92.0,1912.0,374997.0,669.0,,2.9,,0.017104038,54.0,up
2021-09,2021,Wilkes,277000.0,83.0,45.0,76.0,0.0,28.0,2061.0,437957.0,188.0,,2.9,,0.051432909,34.0,up
2021-09,2021,Lee,307000.0,126.0,28.0,148.0,8.0,28.0,2157.0,363060.0,356.0,,2.9,,-0.025396825,22.0,down
2021-09,2021,Ashe,409500.0,97.0,56.0,48.0,0.0,12.0,1822.0,500840.0,189.0,,2.9,,0.109906491,5.0,up
2021-09,2021,Jackson,622500.0,260.0,74.0,96.0,8.0,56.0,1871.0,1091608.0,457.0,,2.9,,0.0,13.0,up
2021-09,2021,Randolph,247740.0,175.0,36.0,176.0,4.0,76.0,1829.0,342618.0,482.0,,2.9,,0.054661558,90.0,up
2021-09,2021,Mcdowell,391500.0,83.0,46.0,52.0,0.0,20.0,1937.0,473472.0,159.0,,2.9,,0.007333076,,up
2021-09,2021,Yadkin,249950.0,44.0,30.0,44.0,0.0,16.0,2785.0,361851.0,95.0,,2.9,,-0.01941938,4.0,down
2021-09,2021,Tyrrell,401000.0,14.0,47.0,0.0,0.0,0.0,1750.0,338950.0,15.0,,2.9,,,0.0,down
2021-09,2021,Yancey,452750.0,97.0,62.0,36.0,0.0,16.0,1934.0,792036.0,169.0,,2.9,,,4.0,down
2021-09,2021,Buncombe,498950.0,592.0,52.0,436.0,16.0,228.0,1923.0,819666.0,1233.0,,2.9,,0.023592163,211.0,up
2021-09,2021,Polk,549000.0,91.0,65.0,40.0,0.0,16.0,2205.0,744851.0,162.0,,2.9,,,40.0,down
2021-09,2021,Orange,518000.0,121.0,31.0,136.0,8.0,28.0,2374.0,653123.0,235.0,,2.9,,0.063655031,126.0,up
2021-09,2021,Wake,467950.0,1021.0,19.0,1572.0,100.0,296.0,2304.0,620941.0,2293.0,,2.9,,0.006452307,1627.0,up
2021-09,2021,Rockingham,187450.0,133.0,39.0,128.0,0.0,48.0,1335.0,257195.0,342.0,,2.9,,-0.008201058,73.0,down
2021-09,2021,Duplin,264450.0,45.0,43.0,20.0,0.0,12.0,2308.0,337159.0,109.0,,2.9,,0.07521854,9.0,up
2021-09,2021,Cleveland,225000.0,105.0,36.0,84.0,8.0,40.0,1638.0,329404.0,266.0,,2.9,,-0.021526419,38.0,down
2021-09,2021,Mitchell,287500.0,64.0,63.0,16.0,0.0,8.0,1855.0,469643.0,109.0,,2.9,,,12.0,down
2021-09,2021,Hertford,162500.0,23.0,65.0,8.0,0.0,0.0,1828.0,176341.0,41.0,,2.9,,,3.0,down
2021-09,2021,Scotland,164950.0,41.0,44.0,16.0,0.0,8.0,1819.0,208853.0,91.0,,2.9,,-0.143116883,13.0,down
2021-09,2021,Wilson,200378.0,74.0,46.0,80.0,0.0,20.0,1598.0,247100.0,213.0,,2.9,,-0.038954436,70.0,down
2021-09,2021,Richmond,166950.0,51.0,41.0,40.0,0.0,16.0,1607.0,253790.0,134.0,,2.9,,-0.036363636,15.0,down
2021-09,2021,Washington,139700.0,11.0,48.0,8.0,0.0,0.0,2153.0,192146.0,20.0,,2.9,,,9.0,down
2021-09,2021,Pasquotank,264950.0,107.0,41.0,84.0,0.0,20.0,2189.0,281608.0,213.0,,2.9,,0.121244181,21.0,up
2021-09,2021,Haywood,382450.0,198.0,64.0,112.0,0.0,76.0,1845.0,569334.0,404.0,,2.9,,-0.037740596,26.0,down
2021-09,2021,Cabarrus,299950.0,199.0,25.0,276.0,4.0,108.0,1776.0,373213.0,447.0,,2.9,,-0.047777778,120.0,down
2021-09,2021,Gates,160000.0,8.0,36.0,8.0,0.0,0.0,1740.0,217596.0,16.0,,2.9,,,2.0,down
2021-09,2021,Surry,267500.0,91.0,48.0,64.0,0.0,32.0,3621.0,383040.0,207.0,,2.9,,-0.026212232,13.0,down
2021-09,2021,Avery,535000.0,67.0,82.0,16.0,0.0,20.0,2144.0,906208.0,107.0,,2.9,,,9.0,down
2021-09,2021,Wayne,194950.0,135.0,38.0,108.0,4.0,40.0,1813.0,211728.0,375.0,,2.9,,-0.152022619,36.0,down
2021-09,2021,Cumberland,199450.0,420.0,38.0,588.0,24.0,128.0,1814.0,243644.0,1653.0,,2.9,,-0.015059296,83.0,down
2021-09,2021,New hanover,433900.0,476.0,43.0,464.0,20.0,172.0,2046.0,664685.0,1378.0,,2.9,,0.005678526,,up
2021-09,2021,Columbus,225000.0,58.0,58.0,24.0,4.0,16.0,1684.0,275022.0,104.0,,2.9,,-0.017467249,5.0,down
2021-09,2021,Beaufort,259900.0,77.0,51.0,40.0,0.0,24.0,1919.0,333775.0,164.0,,2.9,,-0.182704403,18.0,down
2021-09,2021,Onslow,248000.0,345.0,44.0,468.0,20.0,120.0,1692.0,392292.0,1620.0,,2.9,,0.033333333,58.0,up
2021-09,2021,Rutherford,344000.0,161.0,52.0,96.0,0.0,48.0,1890.0,473766.0,330.0,,2.9,,0.027018958,25.0,up
2021-09,2021,Alleghany,359450.0,69.0,51.0,20.0,0.0,12.0,1910.0,391695.0,108.0,,2.9,,,0.0,down
2021-09,2021,Jones,247000.0,7.0,53.0,4.0,0.0,4.0,1632.0,448364.0,18.0,,2.9,,,18.0,down
2021-09,2021,Currituck,528969.0,221.0,51.0,88.0,4.0,44.0,2636.0,911523.0,449.0,,2.9,,,3.0,down
2021-09,2021,Henderson,439580.0,347.0,65.0,200.0,12.0,84.0,1864.0,639119.0,647.0,,2.9,,0.02227907,104.0,up
2021-09,2021,Sampson,252038.0,52.0,54.0,16.0,0.0,20.0,1950.0,267917.0,107.0,,2.9,,-0.028382806,22.0,down
2021-09,2021,Chatham,594903.0,130.0,44.0,104.0,8.0,32.0,2872.0,749527.0,234.0,,2.9,,-0.048156,90.0,down
2021-09,2021,Mecklenburg,432500.0,1320.0,32.0,1496.0,100.0,536.0,2011.0,599722.0,2741.0,,2.9,,0.017647059,905.0,up
2021-09,2021,Catawba,282498.0,220.0,40.0,184.0,0.0,84.0,1934.0,420095.0,424.0,,2.9,,0.0092801,65.0,up
2021-09,2021,Edgecombe,152500.0,85.0,47.0,40.0,0.0,28.0,1405.0,157540.0,166.0,,2.9,,0.17352828,83.0,up
2021-09,2021,Macon,625000.0,199.0,65.0,108.0,0.0,24.0,2294.0,923116.0,401.0,,2.9,,0.041753479,14.0,up
2021-09,2021,Martin,115000.0,28.0,50.0,16.0,0.0,8.0,1463.0,119719.0,51.0,,2.9,,-0.060457516,23.0,down
2021-09,2021,Greene,159000.0,7.0,54.0,4.0,0.0,0.0,1805.0,199495.0,13.0,,2.9,,,23.0,down
2021-09,2021,Alexander,276750.0,31.0,50.0,16.0,0.0,4.0,2074.0,363400.0,57.0,,2.9,,0.141472469,25.0,up
2021-09,2021,Burke,256950.0,78.0,45.0,52.0,0.0,36.0,1764.0,381072.0,159.0,,2.9,,0.017825312,118.0,up
2021-09,2021,Harnett,286950.0,238.0,39.0,264.0,12.0,52.0,2059.0,297734.0,717.0,,2.9,,0.071908853,108.0,up
2021-09,2021,Gaston,267000.0,265.0,28.0,300.0,24.0,128.0,1764.0,328778.0,582.0,,2.9,,-0.071288196,99.0,down
2021-09,2021,Pitt,253000.0,184.0,39.0,244.0,16.0,48.0,2056.0,289367.0,713.0,,2.9,,0.024498886,100.0,up
2021-09,2021,Halifax,249000.0,59.0,38.0,40.0,0.0,16.0,1834.0,324587.0,167.0,,2.9,,0.060025543,20.0,up
2021-09,2021,Forsyth,295000.0,461.0,39.0,628.0,16.0,156.0,4195.0,382280.0,1583.0,,2.9,,0.00528199,479.0,up
2021-09,2021,Northampton,104900.0,14.0,41.0,12.0,0.0,0.0,1474.0,222699.0,38.0,,2.9,,,4.0,down
2021-09,2021,Montgomery,224500.0,15.0,50.0,8.0,0.0,0.0,2135.0,338981.0,26.0,,2.9,,0.100490196,10.0,up
2021-09,2021,Swain,462500.0,64.0,88.0,4.0,0.0,12.0,2148.0,633520.0,116.0,,2.9,,,1.0,down
2021-09,2021,Davidson,238490.0,185.0,35.0,232.0,12.0,80.0,1575.0,288327.0,524.0,,2.9,,-0.018519281,126.0,down
2021-09,2021,Robeson,178700.0,83.0,45.0,72.0,0.0,16.0,1850.0,222234.0,206.0,,2.9,,-0.01786205,47.0,down
2021-09,2021,Transylvania,645000.0,104.0,63.0,68.0,0.0,36.0,2395.0,965837.0,205.0,,2.9,,0.229742612,17.0,up
2021-09,2021,Bertie,131950.0,19.0,79.0,0.0,0.0,0.0,1740.0,225836.0,24.0,,2.9,,,10.0,down
2021-09,2021,Lincoln,409925.0,158.0,42.0,124.0,8.0,60.0,2335.0,505001.0,343.0,,2.9,,-0.020578777,27.0,down
2021-09,2021,Graham,434500.0,40.0,68.0,4.0,0.0,4.0,1680.0,563196.0,65.0,,2.9,,,1.0,down
