ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
27607,Wake County,NC,37183,H1
27608,Wake County,NC,37183,H1
27609,Wake County,NC,37183,H1
27610,Wake County,NC,37183,H1
27611,Wake County,NC,37183,H1
27612,Wake County,NC,37183,H1
27613,Wake County,NC,37183,H1
27614,Wake County,NC,37183,H1
27615,Wake County,NC,37183,H1
27616,Wake County,NC,37183,H1
27617,Wake County,NC,37183,H1
27619,Wake County,NC,37183,H1
27620,Wake County,NC,37183,H1
27622,Wake County,NC,37183,H1
27623,Wake County,NC,37183,H1
27624,Wake County,NC,37183,H1
27627,Wake County,NC,37183,H1
27628,Wake County,NC,37183,H1
27629,Wake County,NC,37183,H1
27636,Wake County,NC,37183,H1
27640,Wake County,NC,37183,H1
27656,Wake County,NC,37183,H1
27658,Wake County,NC,37183,H1
27661,Wake County,NC,37183,H1
27675,Wake County,NC,37183,H1
27676,Wake County,NC,37183,H1
27690,Wake County,NC,37183,H1
27697,Wake County,NC,37183,H1
27699,Wake County,NC,37183,H1
27703,Wake County,NC,37183,H1
27709,Wake County,NC,37183,H1
27713,Wake County,NC,37183,H1
27537,Warren County,NC,37185,H1
27551,Warren County,NC,37185,H1
27553,Warren County,NC,37185,H1
27563,Warren County,NC,37185,H1
27570,Warren County,NC,37185,H1
27586,Warren County,NC,37185,H1
27589,Warren County,NC,37185,H1
27594,Warren County,NC,37185,H1
27842,Warren County,NC,37185,H1
27844,Warren County,NC,37185,H1
27850,Warren County,NC,37185,H1
27860,Washington County,NC,37187,H1
27865,Washington County,NC,37187,H1
27928,Washington County,NC,37187,H1
27962,Washington County,NC,37187,H1
27970,Washington County,NC,37187,H1
28604,Watauga County,NC,37189,H1
28605,Watauga County,NC,37189,H1
28607,Watauga County,NC,37189,H1
28608,Watauga County,NC,37189,H1
28618,Watauga County,NC,37189,H1
28622,Watauga County,NC,37189,H1
28645,Watauga County,NC,37189,H1
28679,Watauga County,NC,37189,H1
28684,Watauga County,NC,37189,H1
28692,Watauga County,NC,37189,H1
28698,Watauga County,NC,37189,H1
27524,Wayne County,NC,37191,H1
27530,Wayne County,NC,37191,H1
27531,Wayne County,NC,37191,H1
27532,Wayne County,NC,37191,H1
27533,Wayne County,NC,37191,H1
27534,Wayne County,NC,37191,H1
27542,Wayne County,NC,37191,H1
27569,Wayne County,NC,37191,H1
27830,Wayne County,NC,37191,H1
27851,Wayne County,NC,37191,H1
27863,Wayne County,NC,37191,H1
27883,Wayne County,NC,37191,H1
28333,Wayne County,NC,37191,H1
28365,Wayne County,NC,37191,H1
28551,Wayne County,NC,37191,H1
28578,Wayne County,NC,37191,H1
27020,Wilkes County,NC,37193,H1
28606,Wilkes County,NC,37193,H1
28618,Wilkes County,NC,37193,H1
28621,Wilkes County,NC,37193,H1
28624,Wilkes County,NC,37193,H1
28635,Wilkes County,NC,37193,H1
28642,Wilkes County,NC,37193,H1
28644,Wilkes County,NC,37193,H1
28645,Wilkes County,NC,37193,H1
28649,Wilkes County,NC,37193,H1
28651,Wilkes County,NC,37193,H1
28654,Wilkes County,NC,37193,H1
28656,Wilkes County,NC,37193,H1
28659,Wilkes County,NC,37193,H1
28665,Wilkes County,NC,37193,H1
28669,Wilkes County,NC,37193,H1
28670,Wilkes County,NC,37193,H1
28676,Wilkes County,NC,37193,H1
28683,Wilkes County,NC,37193,H1
28685,Wilkes County,NC,37193,H1
28689,Wilkes County,NC,37193,H1
28694,Wilkes County,NC,37193,H1
28697,Wilkes County,NC,37193,H1
27542,Wilson County,NC,37195,H1
27557,Wilson County,NC,37195,H1
27803,Wilson County,NC,37195,H1
27807,Wilson County,NC,37195,H1
27813,Wilson County,NC,37195,H1
27822,Wilson County,NC,37195,H1
27829,Wilson County,NC,37195,H1
27830,Wilson County,NC,37195,H1
27851,Wilson County,NC,37195,H1
27852,Wilson County,NC,37195,H1
27873,Wilson County,NC,37195,H1
27880,Wilson County,NC,37195,H1
27883,Wilson County,NC,37195,H1
27888,Wilson County,NC,37195,H1
27893,Wilson County,NC,37195,H1
27894,Wilson County,NC,37195,H1
27895,Wilson County,NC,37195,H1
27896,Wilson County,NC,37195,H1
27011,Yadkin County,NC,37197,H1
27018,Yadkin County,NC,37197,H1
27020,Yadkin County,NC,37197,H1
27055,Yadkin County,NC,37197,H1
28642,Yadkin County,NC,37197,H1
28689,Yadkin County,NC,37197,H1
28714,Yancey County,NC,37199,H1
28740,Yancey County,NC,37199,H1
28754,Yancey County,NC,37199,H1
28755,Yancey County,NC,37199,H1
