ZIP_CODE,PO_NAME,STATE,ZCTA,zip_join_type,count_open_parks
28641,Jonas Ridge,NC,28657,Spatial join to ZCTA,1
28653,Montezuma,NC,28657,Spatial join to ZCTA,1
28657,Newland,NC,28657,Zip matches ZCTA,1
28664,Plumtree,NC,28657,Spatial join to ZCTA,1
28642,Jonesville,NC,28642,Zip matches ZCTA,1
28643,Lansing,NC,28643,Zip matches ZCTA,0
28644,Laurel Springs,NC,28644,Zip matches ZCTA,0
28646,Linville,NC,28646,Zip matches ZCTA,0
28647,Linville Falls,NC,28647,Zip matches ZCTA,0
28649,Mc Grady,NC,28649,Zip matches ZCTA,0
28650,Maiden,NC,28650,Zip matches ZCTA,3
28651,Millers Creek,NC,28651,Zip matches ZCTA,0
28652,Minneapolis,NC,28652,Zip matches ZCTA,0
28654,Moravian Falls,NC,28654,Zip matches ZCTA,1
28655,Morganton,NC,28655,Zip matches ZCTA,35
28680,Morganton,NC,28655,Spatial join to ZCTA,35
28656,North Wilkesboro,NC,28659,Spatial join to ZCTA,6
28659,North Wilkesboro,NC,28659,Zip matches ZCTA,6
28658,Newton,NC,28658,Zip matches ZCTA,7
28660,Olin,NC,28660,Zip matches ZCTA,0
28662,Pineola,NC,28662,Zip matches ZCTA,0
28663,Piney Creek,NC,28663,Zip matches ZCTA,0
28665,Purlear,NC,28665,Zip matches ZCTA,0
28666,Icard,NC,28666,Zip matches ZCTA,0
28667,Rhodhiss,NC,28667,Zip matches ZCTA,1
28668,Roaring Gap,NC,28668,Zip matches ZCTA,0
28669,Roaring River,NC,28669,Zip matches ZCTA,0
28670,Ronda,NC,28670,Zip matches ZCTA,0
28671,Rutherford College,NC,28671,Zip matches ZCTA,1
28672,Scottville,NC,28672,Zip matches ZCTA,0
28673,Sherrills Ford,NC,28673,Zip matches ZCTA,0
28675,Sparta,NC,28675,Zip matches ZCTA,0
28676,State Road,NC,28676,Zip matches ZCTA,0
28678,Stony Point,NC,28678,Zip matches ZCTA,0
28679,Sugar Grove,NC,28679,Zip matches ZCTA,1
28691,Valle Crucis,NC,28679,Spatial join to ZCTA,1
28681,Taylorsville,NC,28681,Zip matches ZCTA,2
28682,Terrell,NC,28682,Zip matches ZCTA,0
28683,Thurmond,NC,28683,Zip matches ZCTA,0
28684,Todd,NC,28684,Zip matches ZCTA,0
28685,Traphill,NC,28685,Zip matches ZCTA,0
28689,Union Grove,NC,28689,Zip matches ZCTA,0
28690,Valdese,NC,28690,Zip matches ZCTA,3
28692,Vilas,NC,28692,Zip matches ZCTA,1
28693,Warrensville,NC,28693,Zip matches ZCTA,0
28694,West Jefferson,NC,28694,Zip matches ZCTA,3
28697,Wilkesboro,NC,28697,Zip matches ZCTA,5
28698,Zionville,NC,28698,Zip matches ZCTA,0
28701,Alexander,NC,28701,Zip matches ZCTA,0
28702,Almond,NC,28702,Zip matches ZCTA,0
28704,Arden,NC,28704,Zip matches ZCTA,6
28776,Skyland,NC,28704,Spatial join to ZCTA,6
28705,Bakersville,NC,28705,Zip matches ZCTA,1
28707,Balsam,NC,28707,Zip matches ZCTA,0
28708,Balsam Grove,NC,28708,Zip matches ZCTA,1
28709,Barnardsville,NC,28709,Zip matches ZCTA,0
28710,Bat Cave,NC,28792,Spatial join to ZCTA,13
28724,Dana,NC,28792,Spatial join to ZCTA,13
28727,Edneyville,NC,28792,Spatial join to ZCTA,13
28760,Naples,NC,28792,Spatial join to ZCTA,13
28792,Hendersonville,NC,28792,Zip matches ZCTA,13
28711,Black Mountain,NC,28711,Zip matches ZCTA,4
28770,Ridgecrest,NC,28711,Spatial join to ZCTA,4
28712,Brevard,NC,28712,Zip matches ZCTA,5
28713,Bryson City,NC,28713,Zip matches ZCTA,0
28714,Burnsville,NC,28714,Zip matches ZCTA,1
28755,Micaville,NC,28714,Spatial join to ZCTA,1
28715,Candler,NC,28715,Zip matches ZCTA,4
28728,Enka,NC,28715,Spatial join to ZCTA,4
28716,Canton,NC,28716,Zip matches ZCTA,3
28717,Cashiers,NC,28717,Zip matches ZCTA,0
28718,Cedar Mountain,NC,28718,Zip matches ZCTA,0
28719,Cherokee,NC,28719,Zip matches ZCTA,0
28720,Chimney Rock,NC,28720,Zip matches ZCTA,0
28721,Clyde,NC,28721,Zip matches ZCTA,2
28722,Columbus,NC,28722,Zip matches ZCTA,0
28723,Cullowhee,NC,28723,Zip matches ZCTA,0
28725,Dillsboro,NC,28725,Zip matches ZCTA,1
28726,East Flat Rock,NC,28726,Zip matches ZCTA,1
28729,Etowah,NC,28729,Zip matches ZCTA,0
28730,Fairview,NC,28730,Zip matches ZCTA,0
28731,Flat Rock,NC,28731,Zip matches ZCTA,4
28732,Fletcher,NC,28732,Zip matches ZCTA,1
28733,Fontana Dam,NC,28733,Zip matches ZCTA,0
28734,Franklin,NC,28734,Zip matches ZCTA,4
28744,Franklin,NC,28734,Spatial join to ZCTA,4
28735,Gerton,NC,28735,Zip matches ZCTA,0
28736,Glenville,NC,28736,Zip matches ZCTA,0
28737,Glenwood,NC,28752,Spatial join to ZCTA,8
28752,Marion,NC,28752,Zip matches ZCTA,8
28738,Hazelwood,NC,28786,Spatial join to ZCTA,2
28786,Waynesville,NC,28786,Zip matches ZCTA,2
28739,Hendersonville,NC,28739,Zip matches ZCTA,8
28793,Hendersonville,NC,28739,Spatial join to ZCTA,8
28740,Green Mountain,NC,28740,Zip matches ZCTA,1
28741,Highlands,NC,28741,Zip matches ZCTA,0
28742,Horse Shoe,NC,28742,Zip matches ZCTA,1
28743,Hot Springs,NC,28743,Zip matches ZCTA,1
28745,Lake Junaluska,NC,28745,Zip matches ZCTA,1
28746,Lake Lure,NC,28746,Zip matches ZCTA,0
28747,Lake Toxaway,NC,28747,Zip matches ZCTA,0
28748,Leicester,NC,28748,Zip matches ZCTA,0
28749,Little Switzerland,NC,28749,Zip matches ZCTA,0
28750,Lynn,NC,28782,Spatial join to ZCTA,12
28782,Tryon,NC,28782,Zip matches ZCTA,12
28751,Maggie Valley,NC,28751,Zip matches ZCTA,0
28753,Marshall,NC,28753,Zip matches ZCTA,1
28754,Mars Hill,NC,28754,Zip matches ZCTA,1
28756,Mill Spring,NC,28756,Zip matches ZCTA,0
28757,Montreat,NC,28757,Zip matches ZCTA,0
28758,Mountain Home,NC,28791,Spatial join to ZCTA,2
28791,Hendersonville,NC,28791,Zip matches ZCTA,2
28759,Mills River,NC,28759,Zip matches ZCTA,1
28761,Nebo,NC,28761,Zip matches ZCTA,0
28762,Old Fort,NC,28762,Zip matches ZCTA,0
28763,Otto,NC,28763,Zip matches ZCTA,0
28765,Penland,NC,28777,Spatial join to ZCTA,4
28777,Spruce Pine,NC,28777,Zip matches ZCTA,4
28766,Penrose,NC,28766,Zip matches ZCTA,0
28768,Pisgah Forest,NC,28768,Zip matches ZCTA,1
28771,Robbinsville,NC,28771,Zip matches ZCTA,1
28772,Rosman,NC,28772,Zip matches ZCTA,1
28773,Saluda,NC,28773,Zip matches ZCTA,1
28774,Sapphire,NC,28774,Zip matches ZCTA,0
28775,Scaly Mountain,NC,28775,Zip matches ZCTA,0
28778,Swannanoa,NC,28778,Zip matches ZCTA,2
28779,Sylva,NC,28779,Zip matches ZCTA,6
28788,Webster,NC,28779,Spatial join to ZCTA,6
28781,Topton,NC,28781,Zip matches ZCTA,0
28783,Tuckasegee,NC,28783,Zip matches ZCTA,0
28784,Tuxedo,NC,28790,Spatial join to ZCTA,0
28790,Zirconia,NC,28790,Zip matches ZCTA,0
28785,Waynesville,NC,28785,Zip matches ZCTA,0
28787,Weaverville,NC,28787,Zip matches ZCTA,3
28789,Whittier,NC,28789,Zip matches ZCTA,0
28801,Asheville,NC,28801,Zip matches ZCTA,28
28802,Asheville,NC,28801,Spatial join to ZCTA,28
28803,Asheville,NC,28803,Zip matches ZCTA,16
28813,Asheville,NC,28803,Spatial join to ZCTA,16
28804,Asheville,NC,28804,Zip matches ZCTA,6
28814,Asheville,NC,28804,Spatial join to ZCTA,6
28805,Asheville,NC,28805,Zip matches ZCTA,7
28815,Asheville,NC,28805,Spatial join to ZCTA,7
28806,Asheville,NC,28806,Zip matches ZCTA,15
28810,Asheville,NC,28806,Spatial join to ZCTA,15
28816,Asheville,NC,28806,Spatial join to ZCTA,15
28901,Andrews,NC,28901,Zip matches ZCTA,0
28902,Brasstown,NC,28902,Zip matches ZCTA,0
28903,Culberson,NC,28906,Spatial join to ZCTA,1
28906,Murphy,NC,28906,Zip matches ZCTA,1
28904,Hayesville,NC,28904,Zip matches ZCTA,1
28905,Marble,NC,28905,Zip matches ZCTA,0
28909,Warne,NC,28909,Zip matches ZCTA,0
